timestamp,building_id,temperature,humidity,occupancy,hvac_energy,lighting_energy,equipment_energy,water_consumption,total_energy,day_of_week,is_weekend,anomaly,anomaly_status,actual_anomaly,predicted_anomaly
2026-01-04 04:00:00,B004,21.19,57.85,9,173.72,43.04,65.4,20.85,282.16,6,1,1,Normal,0,0
2026-01-04 05:00:00,B004,21.43,52.57,23,226.19,55.4,54.02,25.25,335.61,6,1,1,Normal,0,0
2026-01-04 06:00:00,B003,23.13,58.04,18,193.98,37.96,39.33,19.08,271.27,6,1,1,Normal,0,0
2026-01-04 07:00:00,B004,26.18,56.57,16,227.98,31.95,57.79,24.83,317.71,6,1,1,Normal,0,0
2026-01-04 08:00:00,B003,29.0,50.21,29,378.67,57.1,67.44,21.8,503.21,6,1,1,Normal,0,0
2026-01-04 09:00:00,B004,28.13,53.05,31,365.96,55.04,67.99,23.2,489.0,6,1,1,Normal,0,0
2026-01-04 10:00:00,B001,26.54,55.78,12,253.81,39.26,52.73,23.39,345.8,6,1,1,Normal,0,0
2026-01-04 11:00:00,B004,29.5,51.62,11,361.11,40.8,56.75,19.66,458.66,6,1,1,Normal,0,0
2026-01-04 12:00:00,B003,30.79,54.82,15,418.54,43.09,72.65,22.36,534.28,6,1,1,Normal,0,0
2026-01-04 13:00:00,B003,27.91,60.13,0,285.0,40.27,53.82,19.06,379.09,6,1,1,Normal,0,0
2026-01-04 14:00:00,B002,28.13,50.58,0,295.83,40.36,46.27,20.39,382.45,6,1,1,Normal,0,0
2026-01-04 15:00:00,B001,27.56,49.08,40,336.0,62.35,65.0,18.86,463.35,6,1,1,Normal,0,0
2026-01-04 16:00:00,B004,25.32,55.25,44,275.17,67.57,70.3,21.11,413.04,6,1,1,Normal,0,0
2026-01-04 17:00:00,B002,26.27,56.03,16,232.41,45.31,74.37,24.25,352.09,6,1,1,Normal,0,0
2026-01-04 18:00:00,B004,23.82,54.4,28,236.05,45.91,62.17,27.31,344.12,6,1,1,Normal,0,0
2026-01-04 19:00:00,B004,23.34,59.69,24,150.16,52.85,61.8,20.87,264.81,6,1,1,Normal,0,0
2026-01-04 20:00:00,B002,20.17,52.9,66,324.04,65.04,78.18,29.17,467.26,6,1,1,Normal,0,0
2026-01-04 21:00:00,B002,19.81,59.17,36,263.86,63.63,78.99,26.28,406.48,6,1,1,Normal,0,0
2026-01-04 22:00:00,B002,20.75,54.81,18,182.05,33.04,78.6,24.78,293.69,6,1,1,Normal,0,0
2026-01-04 23:00:00,B002,18.61,62.85,5,95.92,35.79,57.01,14.67,188.71,6,1,1,Normal,0,0
2026-01-05 00:00:00,B002,21.59,62.18,0,140.97,23.24,50.83,17.34,215.03,0,0,1,Normal,0,0
2026-01-05 01:00:00,B004,18.57,55.41,13,177.0,43.53,56.87,20.95,277.39,0,0,1,Normal,0,0
2026-01-05 02:00:00,B002,20.01,55.35,0,124.74,29.73,26.16,22.11,180.62,0,0,1,Normal,0,0
2026-01-05 03:00:00,B001,21.86,58.65,0,137.12,17.24,57.45,27.5,211.81,0,0,1,Normal,0,0
2026-01-05 04:00:00,B003,19.37,56.15,0,188.25,33.37,51.34,19.32,272.96,0,0,1,Normal,0,0
2026-01-05 05:00:00,B002,20.06,56.83,0,166.62,25.38,54.28,15.78,246.28,0,0,1,Normal,0,0
2026-01-05 06:00:00,B002,21.71,56.22,35,203.89,61.55,60.39,26.46,325.82,0,0,1,Normal,0,0
2026-01-05 07:00:00,B004,27.19,47.65,73,382.24,81.11,82.66,34.91,546.01,0,0,1,Normal,0,0
2026-01-05 08:00:00,B002,25.67,54.12,59,330.15,74.46,75.39,29.17,480.01,0,0,1,Normal,0,0
2026-01-05 09:00:00,B002,31.37,49.24,142,715.11,121.74,131.22,38.58,968.07,0,0,-1,Anomaly,1,1
2026-01-05 10:00:00,B002,27.48,51.78,121,550.54,109.99,106.71,41.02,767.23,0,0,1,Normal,0,0
2026-01-05 11:00:00,B004,29.11,56.78,107,550.74,101.23,124.33,38.04,776.3,0,0,1,Normal,0,0
2026-01-05 12:00:00,B002,31.31,47.57,142,731.15,136.25,125.31,38.22,992.71,0,0,-1,Anomaly,1,1
2026-01-05 13:00:00,B003,31.84,53.52,128,754.34,133.02,101.24,40.34,988.6,0,0,-1,Anomaly,1,1
2026-01-05 14:00:00,B004,31.42,50.45,104,658.97,96.36,100.71,38.59,856.04,0,0,1,Normal,0,0
2026-01-05 15:00:00,B003,29.35,51.49,117,593.38,120.51,101.98,41.1,815.88,0,0,1,Normal,0,0
2026-01-05 16:00:00,B004,28.04,55.35,106,519.88,86.84,81.06,35.7,687.78,0,0,1,Normal,0,0
2026-01-05 17:00:00,B002,26.18,54.93,99,435.28,89.75,115.49,33.78,640.53,0,0,1,Normal,0,0
2026-01-05 18:00:00,B003,25.17,56.13,133,512.98,115.43,123.53,43.63,751.94,0,0,1,Normal,0,0
2026-01-05 19:00:00,B004,21.88,58.96,88,327.92,80.78,99.33,29.57,508.03,0,0,1,Normal,0,0
2026-01-05 20:00:00,B001,20.27,55.87,39,236.93,44.63,71.15,27.17,352.72,0,0,1,Normal,0,0
2026-01-05 21:00:00,B002,20.46,54.93,68,300.88,80.9,70.18,26.09,451.96,0,0,1,Normal,0,0
2026-01-05 22:00:00,B004,19.41,54.04,0,137.46,28.29,45.16,23.2,210.91,0,0,1,Normal,0,0
2026-01-05 23:00:00,B001,18.49,55.28,2,120.09,34.44,59.42,19.53,213.94,0,0,1,Normal,0,0
2026-01-06 00:00:00,B004,20.04,65.82,1,160.27,36.22,39.99,23.96,236.49,1,0,1,Normal,0,0
2026-01-06 01:00:00,B001,20.6,60.43,0,148.47,32.12,24.68,21.47,205.28,1,0,1,Normal,0,0
2026-01-06 02:00:00,B002,19.8,53.05,10,184.51,42.26,52.73,17.83,279.5,1,0,1,Normal,0,0
2026-01-06 03:00:00,B003,22.68,51.69,0,136.66,29.44,48.58,24.27,214.69,1,0,1,Normal,0,0
2026-01-06 04:00:00,B001,19.79,58.55,14,211.32,30.3,58.36,26.75,299.98,1,0,1,Normal,0,0
2026-01-06 05:00:00,B004,22.42,57.43,9,147.88,44.76,61.79,24.0,254.43,1,0,1,Normal,0,0
2026-01-06 06:00:00,B002,22.92,57.18,6,206.0,29.49,59.38,18.62,294.86,1,0,1,Normal,0,0
2026-01-06 07:00:00,B001,22.49,54.99,46,207.51,54.72,75.59,25.98,337.81,1,0,1,Normal,0,0
2026-01-06 08:00:00,B004,26.38,53.44,51,356.23,64.28,87.46,28.09,507.96,1,0,1,Normal,0,0
2026-01-06 09:00:00,B004,27.35,54.31,131,567.44,114.4,100.31,37.54,782.15,1,0,1,Normal,0,0
2026-01-06 10:00:00,B004,30.6,51.96,127,640.52,115.56,118.55,44.13,874.63,1,0,1,Normal,0,0
2026-01-06 11:00:00,B001,29.78,45.45,105,593.76,106.25,108.77,36.18,808.78,1,0,1,Normal,0,0
2026-01-06 12:00:00,B001,27.46,52.58,121,569.42,117.49,98.1,30.04,785.01,1,0,1,Normal,0,0
2026-01-06 13:00:00,B001,31.61,48.64,131,649.16,114.52,100.47,40.67,864.15,1,0,1,Normal,0,0
2026-01-06 14:00:00,B003,30.16,52.44,94,585.03,91.9,89.54,33.06,766.47,1,0,1,Normal,0,0
2026-01-06 15:00:00,B001,28.41,61.75,128,523.57,128.19,107.38,38.98,759.15,1,0,1,Normal,0,0
2026-01-06 16:00:00,B001,26.16,55.02,110,443.47,110.97,112.53,35.39,666.97,1,0,1,Normal,0,0
2026-01-06 17:00:00,B001,23.85,54.13,128,472.33,136.2,107.85,41.62,716.38,1,0,1,Normal,0,0
2026-01-06 18:00:00,B003,23.44,58.04,108,373.06,115.04,95.44,39.56,583.53,1,0,1,Normal,0,0
2026-01-06 19:00:00,B001,24.34,56.28,32,202.92,61.55,59.88,25.65,324.36,1,0,1,Normal,0,0
2026-01-06 20:00:00,B004,24.33,56.1,35,233.49,43.4,78.69,24.23,355.58,1,0,1,Normal,0,0
2026-01-06 21:00:00,B001,22.78,57.43,60,333.7,78.11,80.13,28.88,491.94,1,0,1,Normal,0,0
2026-01-06 22:00:00,B004,18.94,63.7,13,132.81,38.68,54.71,22.01,226.19,1,0,1,Normal,0,0
2026-01-06 23:00:00,B004,17.49,54.86,0,123.72,25.59,48.9,17.59,198.21,1,0,1,Normal,0,0
2026-01-07 00:00:00,B004,19.21,58.82,19,229.24,44.64,72.42,24.59,346.3,2,0,1,Normal,0,0
2026-01-07 01:00:00,B003,16.52,55.96,0,196.44,37.56,42.51,21.38,276.51,2,0,1,Normal,0,0
2026-01-07 02:00:00,B003,20.15,58.59,9,167.21,40.31,67.66,25.97,275.18,2,0,1,Normal,0,0
2026-01-07 03:00:00,B003,20.24,54.12,0,119.02,22.97,52.1,23.77,194.1,2,0,1,Normal,0,0
2026-01-07 04:00:00,B001,20.8,55.35,0,202.4,35.94,48.4,17.94,286.73,2,0,1,Normal,0,0
2026-01-07 05:00:00,B004,20.31,55.96,10,211.86,31.9,80.01,23.96,323.77,2,0,1,Normal,0,0
2026-01-07 06:00:00,B003,24.77,57.54,0,193.94,31.73,39.44,17.15,265.11,2,0,1,Normal,0,0
2026-01-07 07:00:00,B003,24.5,57.51,54,265.82,65.37,73.46,30.19,404.65,2,0,1,Normal,0,0
2026-01-07 08:00:00,B001,24.75,50.89,75,339.85,80.75,75.18,29.7,495.78,2,0,1,Normal,0,0
2026-01-07 09:00:00,B003,23.23,55.55,111,390.19,113.83,115.02,33.58,619.05,2,0,1,Normal,0,0
2026-01-07 10:00:00,B001,28.29,50.73,132,598.78,114.08,132.89,40.64,845.75,2,0,1,Normal,0,0
2026-01-07 11:00:00,B002,31.49,47.48,103,674.96,117.66,118.2,27.43,910.82,2,0,-1,Anomaly,0,1
2026-01-07 12:00:00,B003,31.49,50.6,127,713.6,104.33,125.74,33.8,943.67,2,0,-1,Anomaly,1,1
2026-01-07 13:00:00,B002,28.14,52.0,141,578.31,123.92,118.52,40.62,820.75,2,0,1,Normal,0,0
2026-01-07 14:00:00,B001,27.43,60.57,82,484.75,90.36,87.35,32.55,662.46,2,0,1,Normal,0,0
2026-01-07 15:00:00,B004,28.24,54.18,108,543.78,110.27,87.29,35.09,741.35,2,0,1,Normal,0,0
2026-01-07 16:00:00,B003,25.0,50.37,128,483.86,118.8,134.36,34.46,737.02,2,0,1,Normal,0,0
2026-01-07 17:00:00,B001,25.75,52.43,116,503.0,110.74,112.69,34.95,2063.15,2,0,-1,Anomaly,1,1
2026-01-07 18:00:00,B004,25.15,57.49,125,437.43,120.78,107.58,39.92,665.79,2,0,1,Normal,0,0
2026-01-07 19:00:00,B004,24.55,60.99,50,278.23,63.15,88.28,29.25,429.66,2,0,1,Normal,0,0
2026-01-07 20:00:00,B002,21.35,51.57,61,270.91,83.85,70.77,29.1,425.53,2,0,1,Normal,0,0
2026-01-07 21:00:00,B001,20.16,51.28,57,236.2,76.61,82.57,32.02,395.38,2,0,1,Normal,0,0
2026-01-07 22:00:00,B004,18.35,63.44,27,218.07,55.88,61.77,25.24,335.72,2,0,1,Normal,0,0
2026-01-07 23:00:00,B003,17.93,59.2,13,241.39,31.37,62.89,19.71,335.65,2,0,1,Normal,0,0
2026-01-08 00:00:00,B003,18.66,55.06,15,137.0,39.86,56.86,21.41,233.73,3,0,1,Normal,0,0
2026-01-08 01:00:00,B002,19.72,58.74,3,155.79,29.7,36.99,16.24,222.48,3,0,1,Normal,0,0
2026-01-08 02:00:00,B004,21.04,48.57,2,170.41,23.36,51.76,19.98,245.52,3,0,1,Normal,0,0
2026-01-08 03:00:00,B001,19.26,57.38,3,159.68,34.98,61.99,23.79,256.65,3,0,1,Normal,0,0
2026-01-08 04:00:00,B003,23.74,56.11,15,180.17,36.2,57.21,24.31,273.58,3,0,1,Normal,0,0
2026-01-08 05:00:00,B004,22.3,58.62,3,124.12,37.34,59.25,24.66,220.71,3,0,1,Normal,0,0
2026-01-08 06:00:00,B004,23.97,51.97,14,186.62,31.24,46.54,21.19,264.4,3,0,1,Normal,0,0
2026-01-08 07:00:00,B002,24.17,55.17,91,337.35,107.45,95.24,37.69,540.04,3,0,1,Normal,0,0
2026-01-08 08:00:00,B003,22.86,52.79,73,255.85,73.93,80.25,30.37,410.04,3,0,1,Normal,0,0
2026-01-08 09:00:00,B003,28.86,53.34,115,603.02,112.25,114.97,41.66,830.25,3,0,1,Normal,0,0
2026-01-08 10:00:00,B001,29.44,49.6,138,667.8,132.93,119.31,40.63,920.05,3,0,1,Normal,0,0
2026-01-08 11:00:00,B003,28.41,51.57,113,554.16,104.53,113.4,39.07,772.09,3,0,1,Normal,0,0
2026-01-08 12:00:00,B001,29.1,49.46,89,530.04,99.12,105.38,37.78,734.54,3,0,1,Normal,0,0
2026-01-08 13:00:00,B003,29.6,54.15,104,601.78,92.97,108.92,35.02,803.66,3,0,1,Normal,0,0
2026-01-08 14:00:00,B002,25.99,56.58,91,425.33,105.32,98.23,34.31,628.88,3,0,1,Normal,0,0
2026-01-08 15:00:00,B003,26.74,52.93,114,519.37,109.91,97.02,40.97,726.3,3,0,1,Normal,0,0
2026-01-08 16:00:00,B001,27.69,53.27,120,535.76,109.23,109.97,37.6,754.96,3,0,1,Normal,0,0
2026-01-08 17:00:00,B001,23.41,50.95,145,501.8,129.11,117.17,37.79,748.08,3,0,1,Normal,0,0
2026-01-08 18:00:00,B002,24.44,53.88,124,446.23,123.27,108.56,45.03,678.06,3,0,1,Normal,0,0
2026-01-08 19:00:00,B003,20.67,56.51,56,278.05,64.52,74.25,26.99,416.83,3,0,1,Normal,0,0
2026-01-08 20:00:00,B003,22.2,63.76,72,276.65,74.41,76.2,31.28,427.25,3,0,1,Normal,0,0
2026-01-08 21:00:00,B002,20.41,53.46,26,214.37,46.43,43.43,27.37,304.23,3,0,1,Normal,0,0
2026-01-08 22:00:00,B003,17.25,62.77,13,157.8,29.68,49.82,20.12,237.3,3,0,1,Normal,0,0
2026-01-08 23:00:00,B003,20.92,59.53,21,180.24,59.26,62.43,20.13,301.94,3,0,1,Normal,0,0
2026-01-09 00:00:00,B001,17.9,58.89,0,129.62,25.47,36.52,20.76,191.6,4,0,1,Normal,0,0
2026-01-09 01:00:00,B003,17.95,63.3,27,182.74,55.55,63.66,18.67,301.95,4,0,1,Normal,0,0
2026-01-09 02:00:00,B003,19.97,58.13,15,236.12,42.18,76.5,21.39,354.8,4,0,1,Normal,0,0
2026-01-09 03:00:00,B002,22.19,57.07,3,189.88,24.22,61.73,21.19,275.84,4,0,1,Normal,0,0
2026-01-09 04:00:00,B002,19.98,56.85,19,239.81,43.25,75.94,22.04,359.0,4,0,1,Normal,0,0
2026-01-09 05:00:00,B004,22.8,59.27,44,216.23,67.07,75.91,21.97,359.21,4,0,1,Normal,0,0
2026-01-09 06:00:00,B001,24.64,57.97,12,200.69,36.89,67.68,26.58,305.26,4,0,1,Normal,0,0
2026-01-09 07:00:00,B003,26.33,51.96,63,337.94,83.64,74.26,29.76,1171.76,4,0,1,Normal,1,0
2026-01-09 08:00:00,B003,26.76,49.66,53,345.97,75.27,70.06,32.24,491.3,4,0,1,Normal,0,0
2026-01-09 09:00:00,B004,26.98,52.9,107,466.92,112.25,76.11,35.27,655.28,4,0,1,Normal,0,0
2026-01-09 10:00:00,B003,27.09,51.06,132,579.5,118.72,127.86,37.16,826.08,4,0,1,Normal,0,0
2026-01-09 11:00:00,B001,28.96,52.33,107,549.05,96.26,118.9,36.86,764.22,4,0,1,Normal,0,0
2026-01-09 12:00:00,B004,27.39,57.02,121,561.62,109.79,104.97,37.5,776.38,4,0,1,Normal,0,0
2026-01-09 13:00:00,B001,24.45,53.4,112,427.17,109.97,103.46,33.27,640.6,4,0,1,Normal,0,0
2026-01-09 14:00:00,B004,28.98,52.38,127,661.46,123.27,105.96,43.46,1749.59,4,0,-1,Anomaly,1,1
2026-01-09 15:00:00,B004,28.89,52.73,125,559.21,100.13,116.33,36.88,775.67,4,0,1,Normal,0,0
2026-01-09 16:00:00,B002,22.96,58.07,135,478.48,124.44,128.75,34.73,731.67,4,0,1,Normal,0,0
2026-01-09 17:00:00,B001,23.78,48.37,112,425.06,109.66,88.57,40.78,623.3,4,0,1,Normal,0,0
2026-01-09 18:00:00,B003,24.93,52.72,115,411.17,108.28,111.59,35.74,631.05,4,0,1,Normal,0,0
2026-01-09 19:00:00,B003,25.79,54.74,45,336.9,71.83,69.73,24.93,478.47,4,0,1,Normal,0,0
2026-01-09 20:00:00,B001,21.53,59.83,53,275.0,70.47,77.63,22.65,423.11,4,0,1,Normal,0,0
2026-01-09 21:00:00,B003,19.37,55.84,65,287.31,85.98,87.09,34.97,460.38,4,0,1,Normal,0,0
2026-01-09 22:00:00,B003,19.4,51.67,21,175.6,42.97,58.62,19.28,277.19,4,0,1,Normal,0,0
2026-01-09 23:00:00,B001,21.23,58.24,0,132.02,37.5,48.96,20.18,218.49,4,0,1,Normal,0,0
2026-01-10 00:00:00,B004,18.03,56.08,33,273.85,66.18,64.36,27.69,404.39,5,1,1,Normal,0,0
2026-01-10 01:00:00,B001,17.97,54.45,40,238.02,68.49,79.7,27.27,386.21,5,1,1,Normal,0,0
2026-01-10 02:00:00,B004,18.95,55.65,26,226.75,39.46,67.19,23.72,333.4,5,1,1,Normal,0,0
2026-01-10 03:00:00,B003,19.03,56.93,48,235.83,61.57,76.21,22.1,373.6,5,1,1,Normal,0,0
2026-01-10 04:00:00,B003,21.68,54.34,8,148.1,32.84,41.29,18.77,222.23,5,1,1,Normal,0,0
2026-01-10 05:00:00,B003,25.14,47.81,1,219.25,34.61,46.71,20.71,300.58,5,1,1,Normal,0,0
2026-01-10 06:00:00,B002,24.48,57.45,0,133.22,35.49,58.99,17.64,227.7,5,1,1,Normal,0,0
2026-01-10 07:00:00,B004,24.92,58.37,42,264.06,52.69,71.38,26.91,388.13,5,1,1,Normal,0,0
2026-01-10 08:00:00,B002,26.06,55.92,29,286.83,50.84,71.1,26.4,408.77,5,1,1,Normal,0,0
2026-01-10 09:00:00,B002,25.19,50.99,19,236.26,27.14,77.17,25.74,340.57,5,1,1,Normal,0,0
2026-01-10 10:00:00,B001,29.65,51.57,24,396.24,58.34,72.39,19.92,526.96,5,1,1,Normal,0,0
2026-01-10 11:00:00,B002,28.71,52.62,3,331.45,28.0,52.43,27.04,411.88,5,1,1,Normal,0,0
2026-01-10 12:00:00,B001,28.73,54.43,56,456.05,69.65,72.89,30.7,598.58,5,1,1,Normal,0,0
